comment_id,user_id,category,comment_text
1733,253,misinformation,Breaking fake news
1734,362,spam,Visit our site for free gifts
1735,383,spam,Click this link to win
1736,60,harassment,Nobody likes you
1737,134,spam,Visit our site for free gifts
1738,204,safe,Thank you for sharing
1739,43,safe,Thank you for sharing
1740,253,harassment,Shut up already
1741,314,hate_speech,You people are the worst
1742,324,safe,Thank you for sharing
1743,45,misinformation,Government is hiding aliens
1744,345,safe,Great work!
1745,108,harassment,Nobody likes you
1746,97,safe,Thank you for sharing
1747,231,safe,Thank you for sharing
1748,50,safe,This is a nice post
1749,174,safe,Great work!
1750,98,safe,This is a nice post
1751,288,violent_speech,You deserve to be attacked
1752,89,safe,Great work!
1753,128,misinformation,Vaccines cause tracking
1754,114,violent_speech,I will hurt you
1755,216,harassment,You're so dumb
1756,35,safe,This is a nice post
1757,89,spam,Click this link to win
1758,361,safe,Great work!
1759,195,harassment,Shut up already
1760,25,harassment,You're so dumb
1761,381,hate_speech,Disgusting group
1762,111,safe,Thank you for sharing
1763,172,violent_speech,You deserve to be attacked
1764,221,misinformation,Government is hiding aliens
1765,389,harassment,Shut up already
1766,99,hate_speech,Disgusting group
1767,181,harassment,You're so dumb
1768,326,hate_speech,Disgusting group
1769,259,safe,Great work!
1770,136,harassment,Shut up already
1771,136,safe,Great work!
1772,379,hate_speech,Disgusting group
1773,92,safe,Great work!
1774,285,spam,Visit our site for free gifts
1775,6,hate_speech,Disgusting group
1776,289,safe,Thank you for sharing
1777,209,spam,Buy now!
1778,180,safe,Great work!
1779,53,violent_speech,I will hurt you
1780,54,harassment,Nobody likes you
1781,203,hate_speech,Disgusting group
1782,386,spam,Click this link to win
1783,253,misinformation,Government is hiding aliens
1784,147,hate_speech,Go back to where you came from
1785,221,safe,This is a nice post
1786,296,harassment,Nobody likes you
1787,71,safe,Great work!
1788,150,misinformation,Vaccines cause tracking
1789,315,harassment,You're so dumb
1790,202,harassment,Shut up already
1791,379,safe,Thank you for sharing
1792,105,safe,Great work!
1793,66,hate_speech,You people are the worst
1794,290,safe,Great work!
1795,41,safe,Thank you for sharing
1796,52,misinformation,Breaking fake news
1797,367,spam,Visit our site for free gifts
1798,390,spam,Buy now!
1799,115,spam,Buy now!
1800,271,harassment,You're so dumb
1801,279,misinformation,Breaking fake news
1802,350,spam,Click this link to win
1803,93,spam,Visit our site for free gifts
1804,90,violent_speech,Someone should beat you
1805,198,spam,Buy now!
1806,191,safe,Thank you for sharing
1807,391,violent_speech,You deserve to be attacked
1808,122,spam,Click this link to win
1809,317,hate_speech,Go back to where you came from
1810,350,misinformation,Vaccines cause tracking
1811,289,safe,Thank you for sharing
1812,247,hate_speech,Go back to where you came from
1813,184,spam,Buy now!
1814,269,safe,Thank you for sharing
1815,177,safe,Great work!
1816,86,misinformation,Breaking fake news
1817,193,spam,Click this link to win
1818,230,spam,Buy now!
1819,128,spam,Buy now!
1820,254,harassment,Nobody likes you
1821,254,harassment,Shut up already
1822,220,spam,Click this link to win
1823,167,violent_speech,Someone should beat you
1824,217,safe,Great work!
1825,337,spam,Visit our site for free gifts
1826,132,safe,Thank you for sharing
1827,220,safe,Great work!
1828,261,spam,Visit our site for free gifts
1829,256,misinformation,Government is hiding aliens
1830,278,violent_speech,I will hurt you
1831,349,hate_speech,Disgusting group
1832,225,violent_speech,I will hurt you
1833,204,safe,Thank you for sharing
1834,355,harassment,Nobody likes you
1835,197,hate_speech,You people are the worst
1836,159,safe,Great work!
1837,87,safe,Great work!
1838,79,harassment,Shut up already
1839,80,safe,Great work!
1840,80,violent_speech,I will hurt you
1841,315,spam,Click this link to win
1842,333,safe,Thank you for sharing
1843,308,spam,Click this link to win
1844,390,safe,This is a nice post
1845,216,spam,Click this link to win
1846,234,harassment,Nobody likes you
1847,267,violent_speech,You deserve to be attacked
1848,101,safe,Thank you for sharing
1849,242,hate_speech,Go back to where you came from
1850,109,harassment,You're so dumb
1851,69,misinformation,Breaking fake news
1852,55,harassment,Nobody likes you
1853,203,safe,Great work!
1854,314,misinformation,Government is hiding aliens
1855,219,safe,Great work!
1856,62,spam,Visit our site for free gifts
1857,247,hate_speech,Disgusting group
1858,146,spam,Buy now!
1859,306,harassment,Shut up already
1860,337,spam,Buy now!
1861,245,misinformation,Vaccines cause tracking
1862,102,harassment,Nobody likes you
1863,63,safe,Great work!
1864,72,misinformation,Government is hiding aliens
1865,329,harassment,Nobody likes you
1866,303,spam,Visit our site for free gifts
1867,51,harassment,Shut up already
1868,154,harassment,Shut up already
1869,268,hate_speech,You people are the worst
1870,30,hate_speech,Disgusting group
1871,331,safe,Thank you for sharing
1872,305,safe,Thank you for sharing
1873,86,safe,Thank you for sharing
1874,365,harassment,Shut up already
1875,209,harassment,You're so dumb
1876,95,spam,Click this link to win
1877,253,harassment,You're so dumb
1878,394,hate_speech,You people are the worst
1879,289,spam,Visit our site for free gifts
1880,315,safe,Thank you for sharing
1881,172,safe,Great work!
1882,304,harassment,Nobody likes you
1883,221,safe,Great work!
1884,171,safe,Great work!
1885,268,hate_speech,Go back to where you came from
1886,164,safe,Thank you for sharing
1887,137,safe,Great work!
1888,15,safe,Great work!
1889,212,safe,This is a nice post
1890,313,violent_speech,Someone should beat you
1891,279,violent_speech,You deserve to be attacked
1892,252,safe,This is a nice post
1893,46,harassment,You're so dumb
1894,329,spam,Click this link to win
1895,353,harassment,Nobody likes you
1896,94,violent_speech,You deserve to be attacked
1897,202,violent_speech,You deserve to be attacked
1898,233,spam,Visit our site for free gifts
1899,193,safe,This is a nice post
1900,326,safe,This is a nice post
1901,82,harassment,You're so dumb
1902,299,safe,Thank you for sharing
1903,281,violent_speech,Someone should beat you
1904,21,hate_speech,Go back to where you came from
1905,251,harassment,You're so dumb
1906,150,safe,This is a nice post
1907,42,harassment,Shut up already
1908,134,safe,Great work!
1909,52,safe,Great work!
1910,300,spam,Click this link to win
1911,197,hate_speech,Go back to where you came from
1912,195,spam,Visit our site for free gifts
1913,139,spam,Buy now!
1914,17,safe,Thank you for sharing
1915,95,hate_speech,Go back to where you came from
1916,21,violent_speech,I will hurt you
1917,315,hate_speech,You people are the worst
1918,345,spam,Buy now!
1919,204,misinformation,Vaccines cause tracking
1920,351,spam,Visit our site for free gifts
1921,73,misinformation,Breaking fake news
1922,191,misinformation,Vaccines cause tracking
1923,246,safe,This is a nice post
1924,349,harassment,You're so dumb
1925,121,misinformation,Breaking fake news
1926,179,safe,Great work!
1927,10,safe,Great work!
1928,124,misinformation,Government is hiding aliens
1929,133,safe,This is a nice post
1930,50,spam,Buy now!
1931,366,spam,Buy now!
1932,150,hate_speech,Disgusting group
1933,151,safe,This is a nice post
1934,142,violent_speech,Someone should beat you
1935,112,safe,Thank you for sharing
1936,26,harassment,Nobody likes you
1937,235,safe,This is a nice post
1938,164,violent_speech,Someone should beat you
1939,398,spam,Visit our site for free gifts
1940,367,misinformation,Vaccines cause tracking
1941,335,spam,Buy now!
1942,184,spam,Buy now!
1943,364,hate_speech,You people are the worst
1944,67,spam,Visit our site for free gifts
1945,169,violent_speech,You deserve to be attacked
1946,70,spam,Visit our site for free gifts
1947,205,hate_speech,Disgusting group
1948,313,harassment,You're so dumb
1949,137,hate_speech,Go back to where you came from
1950,280,misinformation,Breaking fake news
1951,105,safe,Thank you for sharing
1952,157,harassment,Nobody likes you
1953,206,safe,Thank you for sharing
1954,192,spam,Buy now!
1955,119,harassment,Shut up already
1956,22,safe,Great work!
1957,66,safe,Great work!
1958,324,spam,Buy now!
1959,253,hate_speech,You people are the worst
1960,84,hate_speech,Go back to where you came from
1961,389,safe,This is a nice post
1962,95,safe,This is a nice post
1963,291,safe,This is a nice post
1964,54,violent_speech,Someone should beat you
1965,187,violent_speech,You deserve to be attacked
1966,30,harassment,You're so dumb
1967,205,safe,Great work!
1968,306,harassment,Nobody likes you
1969,346,safe,Thank you for sharing
1970,201,misinformation,Government is hiding aliens
1971,213,safe,Thank you for sharing
1972,166,harassment,You're so dumb
1973,311,spam,Visit our site for free gifts
1974,55,spam,Click this link to win
1975,384,safe,Great work!
1976,379,hate_speech,You people are the worst
1977,343,violent_speech,Someone should beat you
1978,133,safe,Great work!
1979,257,hate_speech,Disgusting group
1980,355,safe,Great work!
1981,34,safe,Great work!
1982,288,safe,Great work!
1983,116,safe,Thank you for sharing
1984,289,safe,Great work!
1985,279,hate_speech,Go back to where you came from
1986,398,harassment,You're so dumb
1987,214,spam,Visit our site for free gifts
1988,135,spam,Click this link to win
1989,2,safe,Thank you for sharing
1990,390,spam,Visit our site for free gifts
1991,103,hate_speech,You people are the worst
1992,30,safe,This is a nice post
1993,150,spam,Click this link to win
1994,336,safe,Thank you for sharing
1995,196,safe,This is a nice post
1996,102,misinformation,Government is hiding aliens
1997,226,misinformation,Breaking fake news
1998,185,safe,This is a nice post
1999,172,spam,Buy now!
2000,114,safe,This is a nice post
